Store_id;SKU_id;Date;Promo;Demand;Regular_Price;Promo_Price
1;1;23.03.2015;1.0;478.0;140.67;127.49
1;1;24.03.2015;;226.0;140.67;
1;1;25.03.2015;;101.0;140.67;
1;1;26.03.2015;;371.0;131.97;
1;1;27.03.2015;;214.0;131.97;
1;1;28.03.2015;;132.0;131.97;
1;1;29.03.2015;;160.0;131.97;
1;1;30.03.2015;;148.0;131.97;
1;1;31.03.2015;;192.0;131.97;
1;1;01.04.2015;;75.0;133.33;
1;1;02.04.2015;;107.0;133.33;
1;1;03.04.2015;;129.0;133.33;
1;1;04.04.2015;;97.0;133.33;
1;1;05.04.2015;;85.0;133.33;
1;1;06.04.2015;;126.0;133.33;
1;1;07.04.2015;1.0;1329.0;133.33;119.33
1;1;08.04.2015;1.0;996.0;133.33;119.33
1;1;09.04.2015;1.0;1100.0;133.33;119.33
1;1;10.04.2015;1.0;157.0;133.33;119.33
1;1;11.04.2015;1.0;572.0;133.33;119.33
1;1;12.04.2015;1.0;550.0;133.33;119.33
1;1;13.04.2015;1.0;537.0;133.33;119.33
1;1;14.04.2015;;138.0;130.34;
1;1;15.04.2015;;138.0;130.34;
1;1;16.04.2015;;138.0;130.34;
1;1;17.04.2015;;138.0;138.5;
1;1;18.04.2015;;138.0;138.5;
1;1;19.04.2015;;138.0;138.5;
1;1;20.04.2015;;138.0;138.5;
1;1;21.04.2015;;138.0;138.5;
1;1;22.04.2015;;138.0;128.98;
1;1;23.04.2015;;138.0;128.98;
1;1;24.04.2015;;138.0;128.98;
1;1;25.04.2015;;138.0;128.98;
1;1;26.04.2015;;138.0;128.98;
1;1;27.04.2015;;138.0;128.98;
1;1;28.04.2015;;192.0;128.98;
1;1;29.04.2015;;91.0;131.7;
1;1;30.04.2015;;69.0;131.7;
1;1;01.05.2015;;82.0;131.7;
1;1;02.05.2015;;69.0;131.7;
1;1;03.05.2015;;72.0;131.7;
1;1;04.05.2015;;63.0;131.7;
1;1;05.05.2015;;145.0;131.7;
1;1;06.05.2015;;79.0;131.7;
1;1;07.05.2015;;129.0;131.7;
1;1;08.05.2015;;66.0;131.7;
1;1;09.05.2015;;44.0;131.7;
1;1;10.05.2015;;69.0;131.7;
1;1;11.05.2015;;101.0;131.7;
1;1;12.05.2015;;79.0;131.7;
1;1;13.05.2015;;101.0;131.7;
1;1;14.05.2015;;101.0;131.7;
1;1;15.05.2015;;104.0;131.7;
1;1;16.05.2015;;104.0;131.7;
1;1;17.05.2015;;66.0;131.7;
1;1;18.05.2015;;104.0;131.7;
1;1;19.05.2015;1.0;584.0;131.7;119.33
1;1;20.05.2015;1.0;584.0;131.7;119.33
1;1;21.05.2015;1.0;402.0;131.7;119.33
1;1;22.05.2015;1.0;449.0;131.7;119.33
1;1;23.05.2015;1.0;251.0;131.7;119.33
1;1;24.05.2015;1.0;440.0;131.7;119.33
1;1;25.05.2015;1.0;383.0;131.7;119.33
1;1;26.05.2015;;97.0;131.7;
1;1;27.05.2015;;107.0;129.25;
1;1;28.05.2015;;75.0;129.25;
1;1;29.05.2015;;167.0;129.25;
1;1;30.05.2015;;79.0;129.25;
1;1;31.05.2015;;116.0;129.25;
1;1;01.06.2015;;195.0;129.25;
1;1;02.06.2015;;151.0;129.25;
1;1;03.06.2015;;113.0;129.25;
1;1;04.06.2015;;119.0;129.25;
1;1;05.06.2015;;88.0;129.25;
1;1;06.06.2015;;94.0;131.7;
1;1;07.06.2015;;50.0;131.7;
1;1;08.06.2015;;63.0;131.7;
1;1;09.06.2015;1.0;377.0;131.7;119.33
1;1;10.06.2015;1.0;462.0;131.7;119.33
1;1;11.06.2015;1.0;757.0;131.7;119.33
1;1;12.06.2015;1.0;383.0;131.7;119.33
1;1;13.06.2015;1.0;295.0;131.7;119.33
1;1;14.06.2015;1.0;185.0;131.7;119.33
1;1;15.06.2015;1.0;349.0;131.7;119.33
1;1;16.06.2015;;104.0;131.7;
1;1;17.06.2015;;104.0;131.7;
1;1;18.06.2015;;97.0;128.17;
1;1;19.06.2015;;151.0;128.17;
1;1;20.06.2015;;91.0;128.17;
1;1;21.06.2015;;79.0;128.17;
1;1;22.06.2015;;138.0;128.17;
1;1;23.06.2015;;198.0;128.17;
1;1;24.06.2015;;145.0;128.17;
1;1;25.06.2015;;141.0;128.17;
1;1;26.06.2015;;126.0;128.17;
1;1;27.06.2015;;91.0;128.17;
1;1;28.06.2015;;107.0;130.34;
1;1;29.06.2015;;101.0;130.34;
1;1;30.06.2015;1.0;500.0;130.34;119.33
1;1;01.07.2015;1.0;481.0;130.34;119.33
1;1;02.07.2015;1.0;493.0;130.34;119.33
1;1;03.07.2015;1.0;258.0;130.34;119.33
1;1;04.07.2015;1.0;308.0;130.34;119.33
1;1;05.07.2015;1.0;236.0;130.34;119.33
1;1;06.07.2015;1.0;295.0;130.34;119.33
1;1;07.07.2015;;85.0;130.34;
1;1;08.07.2015;;75.0;130.34;
1;1;09.07.2015;;141.0;121.64;
1;1;10.07.2015;;188.0;121.64;
1;1;11.07.2015;;154.0;123.55;
1;1;12.07.2015;;91.0;123.55;
1;1;13.07.2015;;126.0;123.55;
1;1;14.07.2015;;223.0;123.55;
1;1;15.07.2015;;173.0;125.45;
1;1;16.07.2015;;270.0;125.45;
1;1;17.07.2015;;167.0;125.45;
1;1;18.07.2015;;113.0;127.62;
1;1;19.07.2015;;148.0;127.62;
1;1;20.07.2015;;298.0;127.62;
1;1;21.07.2015;;248.0;127.62;
1;1;22.07.2015;;295.0;127.62;
1;1;23.07.2015;;305.0;127.62;
1;1;24.07.2015;;248.0;127.62;
1;1;25.07.2015;;154.0;127.62;
1;1;26.07.2015;;242.0;130.07;
1;1;27.07.2015;;223.0;130.07;
1;1;28.07.2015;1.0;254.0;130.07;124.77
1;1;29.07.2015;1.0;223.0;130.07;124.77
1;1;30.07.2015;1.0;302.0;130.07;124.77
1;1;31.07.2015;1.0;650.0;130.07;124.77
1;1;01.08.2015;1.0;383.0;130.07;124.77
1;1;02.08.2015;1.0;276.0;130.07;124.77
1;1;03.08.2015;1.0;531.0;130.07;124.77
1;1;04.08.2015;;201.0;138.5;
1;1;05.08.2015;;157.0;138.5;
1;1;06.08.2015;;113.0;138.5;
1;1;07.08.2015;;101.0;138.5;
1;1;08.08.2015;;126.0;141.21;
1;1;09.08.2015;;85.0;141.21;
1;1;10.08.2015;;176.0;141.21;
1;1;11.08.2015;;123.0;141.21;
1;1;12.08.2015;;182.0;142.85;
1;1;13.08.2015;;126.0;142.85;
1;1;14.08.2015;;210.0;142.85;
1;1;15.08.2015;;126.0;142.85;
1;1;16.08.2015;;97.0;142.85;
1;1;17.08.2015;;198.0;142.85;
1;1;18.08.2015;;94.0;142.85;
1;1;19.08.2015;;104.0;142.85;
1;1;20.08.2015;;145.0;142.85;
1;1;21.08.2015;;220.0;142.85;
1;1;22.08.2015;;141.0;142.85;
1;1;23.08.2015;;188.0;142.85;
1;1;24.08.2015;;217.0;142.85;
1;1;25.08.2015;;185.0;142.85;
1;1;26.08.2015;;145.0;142.85;
1;1;27.08.2015;;192.0;137.68;
1;1;28.08.2015;;214.0;137.68;
1;1;29.08.2015;;167.0;137.68;
1;1;30.08.2015;;210.0;137.68;
1;1;31.08.2015;;220.0;137.68;
1;1;01.09.2015;;138.0;137.68;
1;1;02.09.2015;;192.0;135.78;
1;1;03.09.2015;;468.0;135.78;
1;1;04.09.2015;;355.0;135.78;
1;1;05.09.2015;;176.0;133.6;
1;1;06.09.2015;;173.0;133.6;
1;1;07.09.2015;;374.0;133.6;
1;1;08.09.2015;;232.0;133.6;
1;1;09.09.2015;;264.0;135.51;
1;1;10.09.2015;;185.0;135.51;
1;1;11.09.2015;;320.0;135.51;
1;1;12.09.2015;;195.0;135.51;
1;1;13.09.2015;;261.0;135.51;
1;1;14.09.2015;;298.0;135.51;
1;1;15.09.2015;;204.0;135.51;
1;1;16.09.2015;;232.0;138.5;
1;1;17.09.2015;;151.0;138.5;
1;1;18.09.2015;;207.0;138.5;
1;1;19.09.2015;;151.0;138.5;
1;1;20.09.2015;;116.0;138.5;
1;1;21.09.2015;;151.0;138.5;
1;1;22.09.2015;;123.0;138.5;
1;1;23.09.2015;;113.0;141.21;
1;1;24.09.2015;;75.0;141.21;
1;1;25.09.2015;;110.0;141.21;
1;1;26.09.2015;;97.0;141.21;
1;1;27.09.2015;;123.0;141.21;
1;1;28.09.2015;;113.0;141.21;
1;1;29.09.2015;;154.0;141.21;
1;1;30.09.2015;;160.0;141.21;
1;1;01.10.2015;;132.0;141.21;
1;1;02.10.2015;;126.0;141.21;
1;1;03.10.2015;;82.0;141.21;
1;1;04.10.2015;;107.0;141.21;
1;1;05.10.2015;;176.0;141.21;
1;1;06.10.2015;1.0;295.0;141.21;132.92
1;1;07.10.2015;1.0;358.0;141.21;130.21
1;1;08.10.2015;1.0;430.0;141.11;130.21
1;1;09.10.2015;1.0;468.0;141.21;130.21
1;1;10.10.2015;1.0;355.0;141.21;130.21
1;1;11.10.2015;1.0;462.0;141.21;130.21
1;1;12.10.2015;1.0;437.0;141.21;130.21
1;1;13.10.2015;;210.0;141.21;
1;1;14.10.2015;;132.0;141.21;
1;1;15.10.2015;;145.0;142.57;
1;1;16.10.2015;;94.0;142.57;
1;1;17.10.2015;;53.0;142.57;
1;1;18.10.2015;;145.0;142.57;
1;1;19.10.2015;;141.0;142.57;
1;1;20.10.2015;;57.0;142.57;
1;1;21.10.2015;;487.0;130.34;
1;1;22.10.2015;;374.0;130.34;
1;1;23.10.2015;;528.0;130.34;
1;1;24.10.2015;;283.0;130.34;
1;1;25.10.2015;;512.0;130.34;
1;1;26.10.2015;;506.0;130.34;
1;1;27.10.2015;1.0;1524.0;130.34;122.32
1;1;28.10.2015;1.0;1153.0;130.34;122.32
1;1;29.10.2015;1.0;873.0;130.34;122.32
1;1;30.10.2015;1.0;509.0;130.34;122.32
1;1;31.10.2015;1.0;471.0;130.34;122.32
1;1;01.11.2015;1.0;327.0;130.34;122.32
1;1;02.11.2015;1.0;377.0;130.34;122.32
1;1;03.11.2015;;154.0;130.34;
1;1;04.11.2015;;116.0;134.69;
1;1;05.11.2015;;116.0;134.69;
1;1;06.11.2015;;160.0;134.69;
1;1;07.11.2015;;113.0;134.69;
1;1;08.11.2015;;66.0;134.69;
1;1;09.11.2015;;123.0;134.69;
1;1;10.11.2015;;157.0;134.69;
1;1;11.11.2015;;229.0;130.34;
1;1;12.11.2015;;160.0;130.34;
1;1;13.11.2015;;204.0;130.34;
1;1;14.11.2015;;107.0;130.34;
1;1;15.11.2015;;292.0;130.34;
1;1;16.11.2015;;204.0;130.34;
1;1;17.11.2015;;229.0;130.34;
1;1;18.11.2015;;176.0;130.34;
1;1;19.11.2015;;192.0;130.34;
1;1;20.11.2015;;210.0;130.34;
1;1;21.11.2015;;185.0;130.34;
1;1;22.11.2015;;94.0;130.34;
1;1;23.11.2015;;170.0;130.34;
1;1;24.11.2015;1.0;2526.0;130.34;116.61
1;1;25.11.2015;1.0;2972.0;130.34;116.61
1;1;26.11.2015;1.0;889.0;130.34;116.61
1;1;27.11.2015;1.0;858.0;130.34;116.61
1;1;28.11.2015;1.0;1260.0;130.34;116.61
1;1;29.11.2015;1.0;2036.0;130.34;116.61
1;1;30.11.2015;1.0;3198.0;130.34;116.61
1;1;01.12.2015;;239.0;130.34;
1;1;02.12.2015;;132.0;130.34;
1;1;03.12.2015;;135.0;130.34;
1;1;04.12.2015;;126.0;130.34;
1;1;05.12.2015;1.0;930.0;130.34;116.61
1;1;06.12.2015;1.0;949.0;130.34;116.61
1;1;07.12.2015;1.0;1492.0;130.34;116.61
1;1;08.12.2015;;182.0;130.34;
1;1;09.12.2015;;107.0;130.34;
1;1;10.12.2015;;176.0;130.34;
1;1;11.12.2015;;119.0;130.34;
1;1;12.12.2015;;79.0;130.34;
1;1;13.12.2015;;50.0;130.34;
1;1;14.12.2015;;28.0;130.34;
1;1;15.12.2015;;116.0;130.34;
1;1;16.12.2015;;25.0;130.34;
1;1;17.12.2015;;119.0;130.34;
1;1;18.12.2015;;97.0;130.34;
1;1;19.12.2015;;113.0;130.34;
1;1;20.12.2015;;302.0;130.34;
1;1;21.12.2015;;239.0;130.34;
1;1;22.12.2015;;154.0;130.34;
1;1;23.12.2015;;101.0;130.34;
1;1;24.12.2015;;176.0;126.54;
1;1;25.12.2015;;154.0;126.54;
1;1;26.12.2015;;163.0;126.54;
1;1;27.12.2015;;101.0;126.54;
1;1;28.12.2015;;141.0;126.54;
1;1;29.12.2015;;173.0;126.54;
1;1;30.12.2015;;148.0;126.54;
1;1;31.12.2015;;82.0;126.54;
1;1;01.01.2016;;19.0;126.54;
1;1;02.01.2016;;82.0;126.54;
1;1;03.01.2016;;75.0;126.54;
1;1;04.01.2016;;104.0;126.54;
1;1;05.01.2016;;151.0;126.54;
1;1;06.01.2016;;154.0;126.54;
1;1;07.01.2016;;110.0;126.54;
1;1;08.01.2016;;119.0;126.54;
1;1;09.01.2016;;154.0;126.54;
1;1;10.01.2016;;157.0;126.54;
1;1;11.01.2016;;192.0;126.54;
1;1;12.01.2016;;182.0;126.54;
1;1;13.01.2016;;295.0;126.54;
1;1;14.01.2016;;248.0;126.54;
1;1;15.01.2016;;390.0;126.54;
1;1;16.01.2016;;380.0;126.54;
1;1;17.01.2016;;386.0;126.54;
1;1;18.01.2016;;390.0;126.54;
1;1;19.01.2016;;314.0;126.54;
1;1;20.01.2016;;245.0;126.54;
1;1;21.01.2016;;330.0;127.9;
1;1;22.01.2016;;273.0;127.9;
1;1;23.01.2016;;239.0;127.9;
1;1;24.01.2016;;261.0;127.9;
1;1;25.01.2016;;349.0;127.9;
1;1;26.01.2016;;320.0;127.9;
1;1;27.01.2016;;214.0;127.9;
1;1;28.01.2016;;214.0;127.9;
1;1;29.01.2016;;267.0;127.9;
1;1;30.01.2016;;280.0;127.9;
1;1;31.01.2016;;141.0;127.9;
1;1;01.02.2016;;261.0;130.34;
1;1;02.02.2016;;283.0;130.34;
1;1;03.02.2016;;280.0;130.34;
1;1;04.02.2016;;154.0;133.06;
1;1;05.02.2016;;302.0;133.06;
1;1;06.02.2016;;204.0;133.06;
1;1;07.02.2016;;107.0;141.76;
1;1;08.02.2016;;101.0;141.76;
1;1;09.02.2016;1.0;295.0;141.76;130.75
1;1;10.02.2016;1.0;314.0;141.76;130.75
1;1;11.02.2016;1.0;562.0;141.76;130.75
1;1;12.02.2016;1.0;380.0;141.76;130.75
1;1;13.02.2016;1.0;311.0;141.76;130.75
1;1;14.02.2016;1.0;198.0;141.76;130.75
1;1;15.02.2016;1.0;644.0;141.76;130.75
1;1;16.02.2016;1.0;408.0;141.76;130.75
1;1;17.02.2016;1.0;258.0;141.76;130.75
1;1;18.02.2016;;91.0;141.76;
1;1;19.02.2016;;204.0;141.76;
1;1;20.02.2016;;88.0;141.76;
1;1;21.02.2016;;72.0;141.76;
1;1;22.02.2016;;123.0;141.76;
1;1;23.02.2016;;72.0;141.76;
1;1;24.02.2016;;170.0;141.76;
1;1;25.02.2016;;94.0;141.76;
1;1;26.02.2016;;182.0;141.76;
1;1;27.02.2016;;141.0;141.76;
1;1;28.02.2016;;104.0;141.76;
1;1;29.02.2016;;104.0;141.76;
1;1;01.03.2016;;132.0;141.76;
1;1;02.03.2016;;110.0;141.76;
1;1;03.03.2016;;94.0;141.76;
1;1;04.03.2016;;113.0;141.76;
1;1;05.03.2016;;135.0;141.21;
1;1;06.03.2016;;154.0;141.21;
1;1;07.03.2016;;88.0;141.21;
1;1;08.03.2016;1.0;176.0;141.21;132.92
1;1;09.03.2016;1.0;170.0;141.21;132.92
1;1;10.03.2016;1.0;531.0;141.21;132.92
1;1;11.03.2016;1.0;352.0;141.21;132.92
1;1;12.03.2016;1.0;355.0;141.21;132.92
1;1;13.03.2016;1.0;276.0;141.21;132.92
1;1;14.03.2016;1.0;462.0;141.21;132.92
1;1;15.03.2016;1.0;578.0;141.21;130.21
1;1;16.03.2016;1.0;836.0;141.21;130.21
1;1;17.03.2016;1.0;528.0;141.21;130.21
1;1;18.03.2016;1.0;647.0;141.21;130.21
1;1;19.03.2016;1.0;631.0;141.21;130.21
1;1;20.03.2016;1.0;251.0;141.21;130.21
1;1;21.03.2016;;242.0;141.21;
1;1;22.03.2016;;258.0;141.21;
1;1;23.03.2016;;126.0;141.21;
1;1;24.03.2016;;110.0;141.21;
1;1;25.03.2016;;251.0;141.21;
1;1;26.03.2016;;123.0;141.21;
1;1;27.03.2016;;119.0;141.21;
1;1;28.03.2016;;101.0;141.21;
1;1;29.03.2016;;195.0;141.21;
1;1;30.03.2016;;151.0;141.21;
1;1;31.03.2016;;141.0;141.21;
1;1;01.04.2016;;226.0;141.21;
1;1;02.04.2016;;72.0;141.21;
1;1;03.04.2016;;129.0;141.21;
1;1;04.04.2016;;173.0;141.21;
1;1;05.04.2016;;113.0;141.21;
1;1;06.04.2016;;167.0;141.21;
1;1;07.04.2016;;119.0;141.21;
1;1;08.04.2016;;101.0;141.21;
1;1;09.04.2016;;94.0;141.21;
1;1;10.04.2016;;82.0;141.21;
1;1;11.04.2016;;157.0;141.21;
1;1;12.04.2016;;119.0;141.21;
1;1;13.04.2016;;85.0;141.21;
1;1;14.04.2016;;220.0;135.78;
1;1;15.04.2016;;167.0;135.78;
1;1;16.04.2016;;251.0;135.78;
1;1;17.04.2016;;167.0;135.78;
1;1;18.04.2016;;195.0;135.78;
1;1;19.04.2016;1.0;1200.0;135.78;122.32
1;1;20.04.2016;1.0;1275.0;135.78;122.32
1;1;21.04.2016;1.0;964.0;135.78;122.32
1;1;22.04.2016;1.0;776.0;135.78;122.32
1;1;23.04.2016;1.0;515.0;135.78;122.32
1;1;24.04.2016;1.0;364.0;135.78;122.32
1;1;25.04.2016;1.0;484.0;135.78;122.32
1;1;26.04.2016;;107.0;135.78;
1;1;27.04.2016;;75.0;135.78;
1;1;28.04.2016;;148.0;135.78;
1;1;29.04.2016;;207.0;131.16;
1;1;30.04.2016;;188.0;131.16;
1;1;01.05.2016;;151.0;131.16;
1;1;02.05.2016;;47.0;131.16;
1;1;03.05.2016;;63.0;131.16;
1;1;04.05.2016;;82.0;131.16;
1;1;05.05.2016;;72.0;131.16;
1;1;06.05.2016;;94.0;131.16;
1;1;07.05.2016;;57.0;131.16;
1;1;08.05.2016;;25.0;131.16;
1;1;09.05.2016;;38.0;131.16;
1;1;10.05.2016;;97.0;131.16;
1;1;11.05.2016;;138.0;131.16;
1;1;12.05.2016;;79.0;131.16;
1;1;13.05.2016;;116.0;128.98;
1;1;14.05.2016;;154.0;128.98;
1;1;15.05.2016;;101.0;128.98;
1;1;16.05.2016;;173.0;128.98;
1;1;17.05.2016;1.0;713.0;128.98;119.6
1;1;18.05.2016;1.0;814.0;128.98;119.6
1;1;19.05.2016;1.0;672.0;128.98;119.6
1;1;20.05.2016;1.0;603.0;128.98;119.6
1;1;21.05.2016;1.0;311.0;128.98;119.6
1;1;22.05.2016;1.0;393.0;128.98;119.6
2;1;01.01.2015;;22.0;171.93;
2;1;02.01.2015;;72.0;171.93;
2;1;03.01.2015;;85.0;171.93;
2;1;04.01.2015;;85.0;171.93;
2;1;05.01.2015;;85.0;171.93;
2;1;06.01.2015;;141.0;171.93;
2;1;07.01.2015;;47.0;171.93;
2;1;08.01.2015;;138.0;171.93;
2;1;09.01.2015;;135.0;171.93;
2;1;10.01.2015;;101.0;171.93;
2;1;11.01.2015;;104.0;171.93;
2;1;12.01.2015;;97.0;171.93;
2;1;13.01.2015;;91.0;171.93;
2;1;14.01.2015;;79.0;176.82;
2;1;15.01.2015;;85.0;176.82;
2;1;16.01.2015;;119.0;176.82;
2;1;17.01.2015;;135.0;176.82;
2;1;18.01.2015;;170.0;176.82;
2;1;19.01.2015;;119.0;176.82;
2;1;20.01.2015;;217.0;176.82;
2;1;21.01.2015;;113.0;176.82;
2;1;22.01.2015;;138.0;176.82;
2;1;23.01.2015;;91.0;168.4;
2;1;24.01.2015;;148.0;168.4;
2;1;25.01.2015;;148.0;168.4;
2;1;26.01.2015;;104.0;168.4;
2;1;27.01.2015;;132.0;168.4;
2;1;28.01.2015;;289.0;154.26;
2;1;29.01.2015;;261.0;154.26;
2;1;30.01.2015;;210.0;154.26;
2;1;31.01.2015;;236.0;154.26;
2;1;01.02.2015;;245.0;154.26;
2;1;02.02.2015;;110.0;154.26;
2;1;03.02.2015;;210.0;154.26;
2;1;04.02.2015;;261.0;154.26;
2;1;05.02.2015;;248.0;154.26;
2;1;06.02.2015;;207.0;154.26;
2;1;07.02.2015;;254.0;154.26;
2;1;08.02.2015;;270.0;154.26;
2;1;09.02.2015;;214.0;154.26;
2;1;10.02.2015;;305.0;154.26;
2;1;11.02.2015;;295.0;154.26;
2;1;12.02.2015;;254.0;154.26;
2;1;13.02.2015;;223.0;156.98;
2;1;14.02.2015;;229.0;156.98;
2;1;15.02.2015;;267.0;156.98;
2;1;16.02.2015;;173.0;156.98;
2;1;17.02.2015;1.0;1178.0;156.98;143.8
2;1;18.02.2015;1.0;952.0;156.98;135.64
2;1;19.02.2015;1.0;1627.0;156.98;135.64
2;1;20.02.2015;1.0;1505.0;156.98;135.64
2;1;21.02.2015;1.0;1740.0;156.98;135.64
2;1;22.02.2015;1.0;1385.0;156.98;135.64
2;1;23.02.2015;1.0;594.0;156.98;135.64
2;1;24.02.2015;;185.0;156.98;
2;1;25.02.2015;;119.0;156.98;
2;1;26.02.2015;;236.0;156.98;
2;1;27.02.2015;;220.0;151.27;
2;1;28.02.2015;;562.0;151.27;
2;1;01.03.2015;;597.0;151.27;
2;1;02.03.2015;;364.0;151.27;
2;1;03.03.2015;1.0;578.0;151.27;138.36
2;1;04.03.2015;1.0;452.0;151.27;135.64
2;1;05.03.2015;1.0;924.0;145.56;135.64
2;1;06.03.2015;1.0;547.0;145.56;135.64
2;1;07.03.2015;1.0;745.0;145.56;135.64
2;1;08.03.2015;1.0;408.0;145.56;135.64
2;1;09.03.2015;;195.0;147.74;
2;1;10.03.2015;;214.0;147.74;
2;1;11.03.2015;;198.0;147.74;
2;1;12.03.2015;;239.0;147.74;
2;1;13.03.2015;;248.0;147.74;
2;1;14.03.2015;;254.0;147.74;
2;1;15.03.2015;;305.0;147.74;
2;1;16.03.2015;;204.0;147.74;
2;1;17.03.2015;1.0;2256.0;147.74;127.49
2;1;18.03.2015;1.0;2287.0;147.74;127.49
2;1;19.03.2015;1.0;2699.0;147.74;127.49
2;1;20.03.2015;1.0;1455.0;147.74;127.49
2;1;21.03.2015;1.0;2007.0;147.74;127.49
2;1;22.03.2015;1.0;1624.0;147.74;127.49
2;1;23.03.2015;1.0;745.0;147.74;127.49
2;1;24.03.2015;;226.0;147.74;
2;1;25.03.2015;;173.0;147.74;
2;1;26.03.2015;;427.0;131.97;
2;1;27.03.2015;;286.0;131.97;
2;1;28.03.2015;;390.0;131.97;
2;1;29.03.2015;;446.0;131.97;
2;1;30.03.2015;;276.0;131.97;
2;1;31.03.2015;;308.0;131.97;
2;1;01.04.2015;;179.0;133.33;
2;1;02.04.2015;;295.0;133.33;
2;1;03.04.2015;;283.0;133.33;
2;1;04.04.2015;;374.0;133.33;
2;1;05.04.2015;;402.0;133.33;
2;1;06.04.2015;;327.0;133.33;
2;1;07.04.2015;1.0;1929.0;133.33;119.33
2;1;08.04.2015;1.0;1929.0;133.33;119.33
2;1;09.04.2015;1.0;2199.0;133.33;119.33
2;1;10.04.2015;1.0;1696.0;133.33;119.33
2;1;11.04.2015;1.0;1514.0;133.33;119.33
2;1;12.04.2015;1.0;374.0;133.33;119.33
2;1;13.04.2015;1.0;572.0;133.33;119.33
2;1;14.04.2015;;236.0;130.34;
2;1;15.04.2015;;207.0;130.34;
2;1;16.04.2015;;207.0;130.34;
2;1;17.04.2015;;163.0;138.5;
2;1;18.04.2015;;245.0;138.5;
2;1;19.04.2015;;239.0;138.5;
2;1;20.04.2015;;204.0;138.5;
2;1;21.04.2015;;173.0;138.5;
2;1;22.04.2015;;339.0;128.98;
2;1;23.04.2015;;317.0;128.98;
